"Date","Volume.filtered_mL","C14.0_PERCENT","C14.1_PERCENT","C15.0_PERCENT","C16.0_PERCENT","C16.1n.7_PERCENT","C16.1n.9_PERCENT","C17.0_PERCENT","C18.0_PERCENT","C16.3n.4_PERCENT","C18.1n.7_PERCENT","C18.1n.7t_PERCENT","C18.1n.9c_PERCENT","C18.1n.9t_PERCENT","C18.2n.6c_PERCENT","C18.2n.6t_PERCENT","C18.3n.3_PERCENT","C18.3n.6_PERCENT","C18.4n.3_PERCENT","C20.0_PERCENT","C20.1n.9_PERCENT","C20.3n.3_PERCENT","C20.4n.6_PERCENT","C20.5n.3_PERCENT","C22.0_PERCENT","C22.1n.9_PERCENT","C22.2n.6_PERCENT","C22.4n.6_PERCENT","C22.5n.3_PERCENT","C22.5n.6._PERCENT","C22.6n.3_PERCENT","C23.0_PERCENT","C24.0_PERCENT","C24.1n.9_PERCENT","C16.2n.4_PERCENT","C20.4n.3_PERCENT","C22.1n.11_PERCENT","TotalFA_ug","Ratio16.1","Diatom.Flag","DHA.EPA","Terr_18.2n6_18.3n3","River.C22C24","Bacteria_15_17","Carn18.1N9_n7","percent.SFA","percent.MUFA","percent.PUFA","PUFA.SFA","percent.n3_PUFA","percent.n6_PUFA","n3.n6","EFA.ug.L","HUFA.ug.L","Prop.EFA","Prop.HUFA","SumFA_mg.","SumFA_ug.L","Size.Fraction","C16PUFA","Net_sizefrac","Hakai.Net.ID","sample.wt","Dry.sample.wt","C06.0_AREA","C08.0_AREA","C10.0_AREA","C11.0_AREA","C12.0_AREA","C13.0_AREA","C14.0_AREA","C14.1_AREA","C15.0_AREA","C15.1_AREA","C16.0_AREA","C16.1n.7_AREA","C16.1n.9_AREA","C17.0_AREA","C18.0_AREA","C18.1n.12_AREA","C18.1n.7_AREA","C18.1n.9c_AREA","C18.1n.9t_AREA","C18.2n.6c_AREA","C18.2n.6t_AREA","C18.3n.3_AREA","C18.3n.6_AREA","C18.4n.3_AREA","C19.0_AREA","C20.0_AREA","C20.1n.11_AREA","C20.1n.9_AREA","C20.2n.6_AREA","C20.3n.3_AREA","C20.3n.6_AREA","C20.4n.3_AREA","C20.4n.6_AREA","C20.5n.3_AREA","C21.0_AREA","C22.0_AREA","C22.1n.11_AREA","C22.1n.9_AREA","C22.2n.6_AREA","C22.4n.6_AREA","C22.5n.3_AREA","C22.5n.6_AREA","C22.6n.3_AREA","C23.0_AREA","C24.1n.9_AREA","Diatom.II_AREA","Diatom.III_AREA","Total.FA_G_AREA","SumFA","C06.0_PERCENT","C08.0_PERCENT","C10.0_PERCENT","C11.0_PERCENT","C12.0_PERCENT","C13.0_PERCENT","C15.1_PERCENT","C20.1n.11_PERCENT","C20.2n.6_PERCENT","C20.3n.6_PERCENT","C21.0_PERCENT","C22.5n.6_PERCENT","Diatom.II_PERCENT","C06.0_mg.g","C08.0_mg.g","C10.0_mg.g","C11.0_mg.g","C12.0_mg.g","C13.0_mg.g","C14.0_mg.g","C14.1_mg.g","C15.0_mg.g","C15.1_mg.g","C16.0_mg.g","C16.1n.7_mg.g","C16.1n.9_mg.g","C17.0_mg.g","C18.0_mg.g","C18.1n.12_mg.g","C18.1n.7_mg.g","C18.1n.9c_mg.g","C18.1n.9t_mg.g","C18.2n.6c_mg.g","C18.2n.6t_mg.g","C18.3n.3_mg.g","C18.3n.6_mg.g","C18.4n.3_mg.g","C20.0_mg.g","C20.1n.11_mg.g","C20.1n.9_mg.g","C20.2n.6_mg.g","C20.3n.3_mg.g","C20.3n.6_mg.g","C20.4n.3_mg.g","C20.4n.6_mg.g","C20.5n.3_mg.g","C21.0_mg.g","C22.0_mg.g","C22.1n.11_mg.g","C22.1n.9_mg.g","C22.2n.6_mg.g","C22.4n.6_mg.g","C22.5n.3_mg.g","C22.5n.6_mg.g","C22.6n.3_mg.g","C23.0_mg.g","C24.1n.9_mg.g","Diatom.II_mg.g","Diatom.III_mg.g","SumFA_mg.g","C06.0_mg.g_WetWt","C08.0_mg.g_WetWt","C10.0_mg.g_WetWt","C11.0_mg.g_WetWt","C12.0_mg.g_WetWt","C13.0_mg.g_WetWt","C14.0_mg.g_WetWt","C14.1_mg.g_WetWt","C15.0_mg.g_WetWt","C15.1_mg.g_WetWt","C16.0_mg.g_WetWt","C16.1n.7_mg.g_WetWt","C16.1n.9_mg.g_WetWt","C17.0_mg.g_WetWt","C18.0_mg.g_WetWt","C18.1n.12_mg.g_WetWt","C18.1n.7_mg.g_WetWt","C18.1n.9c_mg.g_WetWt","C18.1n.9t_mg.g_WetWt","C18.2n.6c_mg.g_WetWt","C18.2n.6t_mg.g_WetWt","C18.3n.3_mg.g_WetWt","C18.3n.6_mg.g_WetWt","C18.4n.3_mg.g_WetWt","C20.0_mg.g_WetWt","C20.1n.11_mg.g_WetWt","C20.1n.9_mg.g_WetWt","C20.2n.6_mg.g_WetWt","C20.3n.3_mg.g_WetWt","C20.3n.6_mg.g_WetWt","C20.4n.3_mg.g_WetWt","C20.4n.6_mg.g_WetWt","C20.5n.3_mg.g_WetWt","C21.0_mg.g_WetWt","C22.0_mg.g_WetWt","C22.1n.11_mg.g_WetWt","C22.1n.9_mg.g_WetWt","C22.2n.6_mg.g_WetWt","C22.4n.6_mg.g_WetWt","C22.5n.3_mg.g_WetWt","C22.5n.6_mg.g_WetWt","C22.6n.3_mg.g_WetWt","C23.0_mg.g_WetWt","C24.1n.9_mg.g_WetWt","Diatom.II_mg.g_WetWt","Diatom.III_mg.g_WetWt","SumFA_mg.g_WetWt","mesh.size","C18.3andC18.4","EFA.mg.g","HUFA.mg.g","Site.ID","delta15n","delta13c","ug.C","ug.N","C_N","chl_20um","chl_3um","chl_GF.F","chl_Bulk.GF.F","SumChl","chla_prop_GF.F","chla_prop_20um","chla_prop_3um","Biomass.mg.m3"
2015-03-13,7180,0.11686792,0.000958052,0.007654739,0.185881985,0.144429705,0.027409924,0.004539792,0.087531458,0.035124699,0.038098551,0.001455888,0.018196223,0.001999423,0.047303633,0.000982935,0.005342809,0.016946308,0.027431029,0.004715787,0.002936549,0.000939553,0.004492692,0.095174797,0.002335175,0.006628728,0,0,0.002455325,0.000688247,0.064568689,0.00212458,0.001918275,0.004550621,0.024486118,0.002202475,0,319.0547417,0.776996788,2.618062544,0.678422132,0.052646443,0.00425345,0.012194531,0.477609308,0.419284287,0.215798428,0.3249539,0.775020459,0.195912202,0.022127247,8.853889554,9.507490225,7.298096263,0.213956324,0.164236177,88.8731871030641,44.436593551532,"POM",0.059610817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.581792666,-20.28837903,NA,NA,NA,6.092060633,0.4146690875,0.1259883865,7.424114145,6.632718107,0.0189949858365057,0.918486287932333,0.0625187262311614,NA
2015-03-18,9700,0.058868333,0.001222192,0.006423575,0.222825873,0.053177268,0.010518561,0.005189778,0.284668376,0.016085238,0.023677217,0.00383831,0.038396173,0.004287184,0.026585436,0.002264081,0.003934134,0.001742443,0.013054882,0.009523493,0.005492162,0.000427634,0.001910969,0.077898294,0.011823637,0.007258839,0,0.000951862,0.00503731,0.000543606,0.064429273,0.008386833,0.003213907,0.002488851,0.008513475,0.002183291,0.000851187,672.6700563,0.238649429,1.871968544,0.827094788,0.030519569,0.015037544,0.011613352,1.621650566,0.620813091,0.131712702,0.221114556,0.356169287,0.164781526,0.005148881,32.00336814,11.30155005,10.00257152,0.162969995,0.144238535,138.694856969072,69.3474284845361,"POM",0.024598713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97326223,-18.86415054,NA,NA,NA,3.3721345105,0.18225023,0.0540445375,3.302316046,3.608429278,0.0149773026811141,0.934515893399754,0.0505068039191317,NA
2015-03-24,9400,0.064467919,0,0.004985424,0.174555824,0.060808708,0.010142511,0.007548271,0.366630441,0.007689729,0.021356391,0.005431526,0.021610173,0.003467682,0.028911725,0.001086166,0.006468022,0.000929769,0.014355804,0.014840767,0.007840759,0.000978514,0.002905,0.072727892,0.003140214,0.003522921,0,0,0.002419756,0,0.065627078,0.002214363,0.001529646,0.003362886,0.007284766,0.002011276,0,226.7020094,0.348362526,1.69958746,0.902364638,0.035379747,0.00466986,0.012533695,1.011883164,0.647204295,0.118501838,0.210298055,0.324933034,0.162577066,0.003834769,42.39552558,3.931436453,3.406799893,0.163013565,0.14125997,48.2344700851064,24.1172350425532,"POM",0.014974495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.372459711,-21.106864285,NA,NA,NA,1.628918658,0.1471454525,0.050866055,1.7306398045,1.8269301655,0.0278423641803948,0.891615174329443,0.0805424614901625,NA
2015-03-31,9800,0.078126461,0.001995595,0.005156793,0.197159509,0.078135835,0.01370159,0.007056042,0.211443212,0.008340707,0.02244942,0.002616349,0.043657304,0.001655496,0.028541437,0.015681686,0.020089877,0.001639099,0.050941356,0.010282992,0.002197906,0.000554535,0.002196742,0.079688624,0.004048053,0.028311711,0,0,0.0016506,0.001788912,0.055282998,0.001870184,0.002777707,0.002460568,0.005853968,0.00284818,0,200.2670455,0.396307718,1.344389661,0.693737643,0.048631314,0.006825761,0.012212835,1.944696307,0.526098877,0.179208338,0.256568856,0.487681816,0.20820799,0.005624753,37.01637698,4.288140375,2.803092149,0.209838696,0.137168364,40.8708256122449,20.4354128061225,"POM",0.014194675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3965088915,-22.67433907,NA,NA,NA,0.06183726,0.0521086905,0.083173532,0.244992797,0.1971194825,0.421944756272379,0.313704455874878,0.264350787852743,NA
2015-04-06,10000,0.07836966,0.0004421,0.004258679,0.166663443,0.053702659,0.010105335,0.006471673,0.154445466,0.008107502,0.021146488,0.001282507,0.099032081,0,0.060867101,0.00286093,0.024155594,0.001049663,0.072773006,0.006791105,0,0.000892053,0.002228664,0.098313111,0.002552844,0.006388555,0,0,0.001697641,0.001458974,0.087157644,0.002216972,0.002540272,0.00180647,0.008916053,0.002283974,0,237.7777055,0.322222183,0.913055314,0.88653124,0.085022695,0.005093116,0.010730351,4.683145523,0.431971798,0.182518353,0.367617006,0.851020848,0.284989049,0.004737302,60.15851905,6.792778373,4.463073707,0.285677682,0.187699419,47.5555411,23.77777055,"POM",0.017023555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.097053091,-22.92329542,NA,NA,NA,0.0631351335,0.890468098,0.249125921,0.8275591855,1.2027291525,0.207133850944051,0.0524932262336594,0.74037292282229,NA
2015-04-14,9500,0.152573033,0.001242036,0.00801342,0.153425651,0.172131263,0.029667859,0.003989075,0.077242418,0.035572052,0.034632552,0.001392809,0.040455981,0.001898393,0.056500366,0.002312038,0.009310935,0.005241562,0.038199518,0.003702461,0.001428182,0.000413988,0.002259599,0.057972195,0.001293393,0.004642971,0,0.0025782,0.002155363,0.000698089,0.053539868,0.001302159,0.00208992,0.000948932,0.028838159,0.002382793,0,495.4334071,1.121919717,2.77080113,0.923543916,0.065811301,0.003383312,0.012002495,1.168148991,0.407991855,0.255481917,0.293279894,0.71883762,0.161591866,0.01077745,14.9935155,8.684357087,5.933292818,0.166523676,0.113771661,104.301769915789,52.1508849578947,"POM",0.064410211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.422307596,-20.27746321,NA,NA,NA,6.265704967,0.7669057395,0.106277197,10.480623165,7.1388879035,0.0148870802338688,0.877686420027424,0.107426499738707,NA
2015-04-22,7500,0.147896001,0,0.00673869,0.200545875,0.096559667,0.015054138,0.006028601,0.118905259,0.012583532,0.03272847,0,0.045944446,0,0.050160283,0,0.008155051,0.001537755,0.016835469,0.007224625,0.005055896,0.001379297,0.003953234,0.092703964,0.005064415,0.014002251,0,0,0.002752059,0,0.067717521,0.002114852,0.001969674,0.002924838,0.016136428,0.002259993,0.001354249,181.1819094,0.481484183,2.312926412,0.730470615,0.058315333,0.007034089,0.012767291,1.40380673,0.507641811,0.197215568,0.273914593,0.539582412,0.18954336,0.005490989,34.51898065,4.611755855,3.970896726,0.190902994,0.164374719,48.31517584,24.15758792,"POM",0.02871996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.360900543,-19.24183499,NA,NA,NA,5.833273609,0.346643948,0.0928059625,6.2892981815,6.2727235195,0.014795162294575,0.929942725973194,0.0552621117322306,NA
2015-05-01,8950,0.183097558,0.000937518,0.006333019,0.155332169,0.120630903,0.016410462,0.004667141,0.080999685,0.023294553,0.030956687,0.001073926,0.038148966,0.001550072,0.071687528,0.002277061,0.004319689,0.006643675,0.010943232,0.004197392,0.001480517,0.000812142,0.008256234,0.108462788,0.002814277,0.009887132,0,0,0.002818614,0.001944674,0.054560445,0.000996404,0.001088628,0.001710328,0.021801014,0.002330272,0,408.3884023,0.776599619,3.585718211,0.503033762,0.076007217,0.003902905,0.01100016,1.232333642,0.452121633,0.203752051,0.315544588,0.697919685,0.181916909,0.016844584,10.79972709,8.815077945,7.815480227,0.193186063,0.171279467,91.2599781675978,45.6299890837989,"POM",0.045095567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.063315328,-18.99534846,NA,NA,NA,5.7974302915,1.00623436,1.349505018,4.814501572,8.1531696695,0.165519064695579,0.711064595305488,0.123416339998933,NA
2015-05-05,6800,0.171123478,0.000864731,0.00664371,0.162020941,0.135212357,0.011359086,0.003972247,0.068132194,0.019176658,0.026588335,0.00073104,0.041093097,0.001392054,0.048538256,0.002024846,0.005209623,0.009858702,0.012535476,0.010511585,0.001686123,0.000966413,0.010930663,0.123562855,0.002971441,0.013221089,0,0,0.003822122,0.002994059,0.064552541,0.001068911,0.001184234,0.001432941,0.018068314,0.00286776,0,382.0341744,0.834536298,3.212152071,0.522426754,0.05374788,0.004155675,0.010615956,1.545531032,0.436935146,0.220098674,0.320215682,0.73286776,0.210649029,0.023783424,8.856968117,12.73352823,11.18270541,0.226649859,0.199046059,112.362992470588,56.1814962352941,"POM",0.037244972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1134013735,-19.238265735,NA,NA,NA,2.716637375,0.2061341795,0.049836147,2.8775574475,2.9726077015,0.0167651274585786,0.913890310392846,0.0693445621485752,NA
2015-05-13,10000,0.120486572,0.00075993,0.007095486,0.185226382,0.094422308,0.00873528,0.005726518,0.189773825,0.006221186,0.032746979,0.001627513,0.030418871,0.000594979,0.030669633,0.00226523,0.009836408,0.001522173,0.042646158,0.009090373,0.002103592,0.001539251,0.007492482,0.090291452,0.004115331,0.013498546,0,0,0.003027221,0.000947711,0.067100358,0.002498014,0.002626381,0.002774493,0.008753193,0.002137278,0,302.4430271,0.509767058,1.648883021,0.74315294,0.040506041,0.006741713,0.012822004,0.928906196,0.535525229,0.176724719,0.270047224,0.504266111,0.214440848,0.009962365,21.52509374,6.620146091,4.98681041,0.21888903,0.164884291,60.48860542,30.24430271,"POM",0.014974379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.70319725,NA,NA,NA,0.6323607915,0.1381754515,0.1290601885,0.822828989,0.8995964315,0.143464540299258,0.702938305841868,0.153597153858875,NA
